# name	required?	datatype	primary key?	index?
feature_id_key	true	BIGINT	false	true
gene_affected	false	VARCHAR(512)	false	true
transcript_affected	false	VARCHAR(512)	false	true
gene_symbol	false	VARCHAR(64)	false	false
