# name	required?	datatype	primary key?	index?
sv_id_key	true	BIGINT	true	true
interpreted_annotation	false	VARCHAR(256)	false	true
sv_id	true	VARCHAR(32)	false	true
variant_type	true	VARCHAR(128)	false	true
db_xref	false	VARCHAR(256)	false	true
